214 ,641000 ,644000 ,54820 
215 ,644000 ,647000 ,55370 
216 ,647000 ,650000 ,55920 
217 ,650000 ,653000 ,56470 
218 ,653000 ,656000 ,57020 
219 ,656000 ,659000 ,57570 
220 ,659000 ,662000 ,58130 
221 ,662000 ,665000 ,58680 
222 ,665000 ,668000 ,59230 
223 ,668000 ,671000 ,59780 
224 ,671000 ,674000 ,60330 
225 ,674000 ,677000 ,60880 
226 ,677000 ,680000 ,61430 
227 ,680000 ,683000 ,61980 
228 ,683000 ,686000 ,62540 
229 ,686000 ,689000 ,63090 
230 ,689000 ,692000 ,63640 
231 ,692000 ,695000 ,64190 
232 ,695000 ,698000 ,64740 
233 ,698000 ,701000 ,65290 
234 ,701000 ,704000 ,65840 
235 ,704000 ,707000 ,66400 
236 ,707000 ,710000 ,66950 
237 ,710000 ,713000 ,67500 
238 ,713000 ,716000 ,68050 
239 ,716000 ,719000 ,68600 
240 ,719000 ,722000 ,69150 
241 ,722000 ,725000 ,69700 
242 ,725000 ,728000 ,70260 
243 ,728000 ,731000 ,70810 
244 ,731000 ,734000 ,71360 
245 ,734000 ,737000 ,71910 
246 ,737000 ,740000 ,72460 
247 ,740000 ,743000 ,73010 
248 ,743000 ,746000 ,73560 
249 ,746000 ,749000 ,74110 
250 ,749000 ,752000 ,74670 
251 ,752000 ,755000 ,75220 
252 ,755000 ,758000 ,75770 
253 ,758000 ,761000 ,76320 
254 ,761000 ,764000 ,76870 
255 ,764000 ,767000 ,77420 
256 ,767000 ,770000 ,77970 
257 ,770000 ,773000 ,78530 
258 ,773000 ,776000 ,79080 
259 ,776000 ,779000 ,79630 
260 ,779000 ,782000 ,80180 
261 ,782000 ,785000 ,80730 
262 ,785000 ,788000 ,81280 
263 ,788000 ,791000 ,81830 
264 ,791000 ,794000 ,82460 
265 ,794000 ,797000 ,83100 
266 ,797000 ,800000 ,83730 
267 ,800000 ,803000 ,84370 
268 ,803000 ,806000 ,85000 
269 ,806000 ,809000 ,85630 
270 ,809000 ,812000 ,86260 
271 ,812000 ,815000 ,86900 
272 ,815000 ,818000 ,87530 
273 ,818000 ,821000 ,88160 
274 ,821000 ,824000 ,88800 
275 ,824000 ,827000 ,89440 
276 ,827000 ,830000 ,90070 
277 ,830000 ,833000 ,90710 
278 ,833000 ,836000 ,91360 
279 ,836000 ,839000 ,92060 
280 ,839000 ,842000 ,92770 
281 ,842000 ,845000 ,93470 
282 ,845000 ,848000 ,94180 
283 ,848000 ,851000 ,94880 
284 ,851000 ,854000 ,95590 
285 ,854000 ,857000 ,96290 
286 ,857000 ,860000 ,97000 
287 ,860000 ,,97350 
